#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_mazura_1_adj;Herdmate;;;;;;;;;;;;;;;;;x
d_mazura_2_adj;Herdmate;;;;;;;;;;;;;;;;;x
d_mazura_3_adj;Herdmate;;;;;;;;;;;;;;;;;x
d_ordonia_plateau;Ordonia Plateau;;;;;;;;;x
d_fords_ordon;Fords of Ordon;;;;;;;;;x
d_north_ordon;North Ordon;;;;;;;;;x
d_ordon_field;Ordon Field;;;;;;;;;x
d_forest_wedge;Forest Wedge;;;;;;;;;x
d_ordon_forest;Ordon Forest;;;;;;;;;x
d_ordon_woods;Ordon Woods;;;;;;;;;x
d_zora_river;Zora River;;;;;;;;;x
d_zora_rapids;Zora Rapids;;;;;;;;;x
d_south_domain;Ancestral Caverns;;;;;;;;;x
d_south_faron;South Faron;;;;;;;;;x
d_north_domain;Zora Caves;;;;;;;;;x
d_ordonia_plateau_adj;Ordonian;;;;;;;;;x
d_fords_ordon_adj;Ordonion;;;;;;;;;x
d_north_ordon_adj;North Ordonion;;;;;;;;;x
d_ordon_field_adj;Ordonion;;;;;;;;;x
d_forest_wedge_adj;Forestman;;;;;;;;;x
d_ordon_forest_adj;Ordonion;;;;;;;;;x
d_ordon_woods_adj;Ordon Woodsman;;;;;;;;;x
d_zora_river_adj;Zora Riverman;;;;;;;;;x
d_zora_rapids_adj;Zora;;;;;;;;;x
d_south_domain_adj;Zora;;;;;;;;;x
d_south_faron_adj;South Faronion;;;;;;;;;x
d_zora_rapids_adj;Zora;;;;;;;;;x
d_north_domain_adj;Zora;;;;;;;;;x
d_odysia;Odysia
d_odysia_adj;Odysian
d_auros;Auros;;;;;;;;;x
d_auros_desc;Auros;;;;;;;;;x
d_desma;Desma;;;;;;;;;x
d_desma_desc;Desman;;;;;;;;;x
d_jungle_happiness;Jungle Of Happiness;;;;;;;;;x
d_jungle_happiness;Jungler;;;;;;;;;x
d_minish_savannah;West Savanna;;;;;;;;;x
d_minish_savannah_desc;West Savannan;;;;;;;;;x
d_acacia_island;Acacia Island;;;;;;;;;x
d_acacia_island_desc;Acacia Islander;;;;;;;;;x
d_east_savannah;East Savanna;;;;;;;;;x
d_east_savannah_desc;East Savannan;;;;;;;;;x
d_minish_plains;Minish Plains;;;;;;;;;x
d_minish_plains_desc;Minish Plainian;;;;;;;;;x
d_keatonia;Keatonia;;;;;;;;;x
d_keatonia_desc;Keatonian;;;;;;;;;x
d_mountain_wind;Mountain of Wind;;;;;;;;;x
d_mountain_wind_desc;Wind Mountainer;;;;;;;;;x
d_aru;Aru;;;;;;;;;x
d_aru_desc;Aruman;;;;;;;;;x
d_trilby;Trilby;;;;;;;;;x
d_trilby_desc;Trilbilly;;;;;;;;;x
d_minish_fields;Minish Fields;;;;;;;;;x
d_minish_fields_desc;Minish Fielder;;;;;;;;;x
d_royal_valley;Royal Valley;;;;;;;;;x
d_royal_valley_desc;Royal Valleyman;;;;;;;;;x
d_minish_mountains;Minish Mountain;;;;;;;;;x
d_minish_mountains_desc;Mountainman;;;;;;;;;x
d_veil_mountains;Veil Mountains;;;;;;;;;x
d_veil_mountains_desc;Veilers;;;;;;;;;x
d_minish;Minish;;;;;;;;;x
d_minish_desc;Minish;;;;;;;;;x
d_eldin;Eldin;;;;;;;;;x
d_eldin_adj;Eldin;;;;;;;;;x
d_eldin_mountain;Eldin Mountain;;;;;;;;;x
d_eldin_mountain;Eldin Mountainmen;;;;;;;;;x
d_bombchu_mountain;Bombchu Mountain;;;;;;;;;x
d_bombchu_mountain_adj;Bombchu;;;;;;;;;x
d_lumapa;Lumapa;;;;;;;;;x
d_lumapa_adj;Lumapan;;;;;;;;;x
d_changmo;Changmo;;;;;;;;;x
d_changmo_adj;Changmo;;;;;;;;;x
d_falsia;Falsia;;;;;;;;;x
d_falsia_adj;Falsian;;;;;;;;;x
d_camlain;Camlain;;;;;;;;;x
d_camlain_adj;Camlainer;;;;;;;;;x
d_galeas;Galeas;;;;;;;;;x
d_galeas_adj;Galeasian;;;;;;;;;x
d_galfridia;Galfridia;;;;;;;;;x
d_galfridia_adj;Galfridian;;;;;;;;;x
d_swanshore;Swanshores;;;;;;;;;x
d_swanshoreadj;Swanshoreser;;;;;;;;;x
d_dale;Dale;;;;;;;;;x
d_dale_adj;Dale;;;;;;;;;x
d_grindle;Grindle;;;;;;;;;x
d_grindle_adj;Grindle;;;;;;;;;x
d_anadora;Anadora;;;;;;;;;x
d_anadora_adj;Anadoran;;;;;;;;;x
d_moria;Moria;;;;;;;;;x
d_moria_adj;Morian;;;;;;;;;x
d_rii;Rii;;;;;;;;;x
d_rii_adj;Rii;;;;;;;;;x
d_mantsa;Mantsa;;;;;;;;;x
d_mantsa_adj;Mantsa;;;;;;;;;x
d_business_scrub_guild;Guild of Business Scrubs;;;;;;;;;x
d_business_scrub_guild_adj;Business Scrub;;;;;;;;;x
d_jackal_desert;Jackal Desert;;;;;;;;;;;;;x
d_deaths_valley;Death's Valley;;;;;;;;;;;;;x
d_falsi;Falsia;;;;;;;;;;;;;x
d_faria;Faria;;;;;;;;;;;;;x
d_faria_shores;Faria Shores;;;;;;;;;;;;;x
d_proodyl;Proodyl;;;;;;;;;;;;;x
d_westvale;Westvale;;;;;;;;;;;;;x
d_west_faron;West Faron;West Faron;;West Faron;;;;;;;;;x
d_west_faron_adj;West Faronion;West Faronion;;West Faronion;;;;;;;;;x
d_east_faron;East Faron;East Faron;;East Faron;;;;;;;;;x
d_east_faron_adj;East Faronion;East Faronion;;East Faronion;;;;;;;;;x
d_faron_fields;Faron Fields;Faron Fields;;Faron Fields;;;;;;;;;x
d_faron_fields_adj;Faron Fieldsman;Faron Fieldsman;;Faron Fieldsman;;;;;;;;;x
d_royal_town;Royal Town;Royal Town;;Royal Town;;;;;;;;;x
d_royal_town_adj;Royal Towner;Royal Towner;;Royal Towner;;;;;;;;;x
d_north_lanayru;North Lanayru;North Lanayru;;North Lanayru;;;;;;;;;x
d_north_lanayru_adj;North Lanayruian;North Lanayruian;;North Lanayruian;;;;;;;;;x
d_hylia_lanayru;Hylia Lanayru;Hylia Lanayru;;Hylia Lanayru;;;;;;;;;x
d_hylia_lanayru_adj;Lanayruian;Lanayruian;;Lanayruian;;;;;;;;;x
d_north_eldin;North Eldin;North Eldin;;North Eldin;;;;;;;;;x
d_north_eldin;North Eldin;North Eldin;;North Eldin;;;;;;;;;x
d_north_eldin_adj;North Eldin;North Eldin;;North Eldin;;;;;;;;;x
d_central_eldin;Central Eldin;Central Eldin;;Central Eldin;;;;;;;;;x
d_central_eldin_adj;Central Eldin;Central Eldin;;Central Eldin;;;;;;;;;x
d_south_eldin;South Eldin;South Eldin;;South Eldin;;;;;;;;;x
d_south_eldin_adj;South Eldin;South Eldin;;South Eldin;;;;;;;;;x
d_ordon;Ordon;Ordon;;Ordon;;;;;;;;;;;x
d_ordon_adj;Ordonion;Ordonion;;Ordonion;;;;;;;;;;;x
d_ordon_woods;Ordon Woods;Ordon Woods;;Ordon Woods;;;;;;;;;;;x
d_ordon_woods_adj;
d_mitkogo;Mitkogo;Mitkogo;Mitkogo;;Mitkogo;;;;;;;;;x
d_mitkogo_adj;Mitkogoian;;Mitkogoer;;;;;;;;;;;x
d_koridai;Koridai;Koridai;Koridai;;Koridai;;;;;;;;;x
d_koridai_adj;Koridian;;korider;;;;;;;;;;;x
d_royal_woods;Royal Woods;;;;;;;;;;;;;x
d_royal_woods_adj;Royal Woodsman;Royal Woodsman;;Royal Woodsman;;;;;;;;;;;x
d_ordonia;Ordonia;Ordonia;;Ordonia;;;;;;;;;;;x
d_ordonia_adj;Ordonian;Ordonian;;Ordonian;;;;;;;;;;;x
d_royal_graveyard;Royal Graveyard;;;;;;;;;;;x
d_royal_graveyard_adj;Royal Gravesman;;;;;;;;;;;x
d_west_hyrule_field;West Hyrule Fields;;;;;;;;;;;x
d_west_hyrule_field_adj;West Hyrule Fielder;;;;;;;;;;;x
d_east_hyrule_field;East Hyrule Fields;;;;;;;;;;;x
d_east_hyrule_field_adj;East Hyrule Fielder;;;;;;;;;;;x
d_hylia;Lake Hylia;;;;;;;;;;;x
d_hylia;Lake Hylian;;;;;;;;;;;x
d_lon_lon_hill;Lon Lon Hill;;;;;;;;;;;x
d_lon_lon_hill_adj;Lon Lon Hillsman;;;;;;;;;;;x
d_changyi;Changyi;Changyi;Changyi;;Changyi;;;;;;;;;x
d_changyi_adj;Changian;;changer;;;;;;;;;;;x
d_daemashi;Daemashi;Daemashi;Daemashi;;Daemashi;;;;;;;;;x
d_daemashi_adj;Daemashian;;daemasher;;;;;;;;;;;x
d_daya;Daya;Daya;Daya;;Daya;;;;;;;;;x
d_daya_adj;Dayan;;daer;;;;;;;;;;;x
d_deokgol;Deokgol;Deokgol;Deokgol;;Deokgol;;;;;;;;;x
d_deokgol_adj;Deokgolian;;deokgoler;;;;;;;;;;;x
d_hanman;Hanman;Hanman;Hanman;;Hanman;;;;;;;;;x
d_hanman_adj;Hanmanian;;hanmaner;;;;;;;;;;;x
d_hanoria;Hanoria;Hanoria;Hanoria;;Hanoria;;;;;;;;;x
d_hanoria_adj;Hanorian;;hanorer;;;;;;;;;;;x
d_hotho;Hotho;Hotho;Hotho;;Hotho;;;;;;;;;x
d_hotho_adj;Hothian;;hother;;;;;;;;;;;x
d_jakali;Jakali;Jakali;Jakali;;Jakali;;;;;;;;;x
d_jakali_adj;Jakalian;;jakaler;;;;;;;;;;;x
d_jinghan;Jinghan;Jinghan;Jinghan;;Jinghan;;;;;;;;;x
d_jinghan_adj;Jinghanian;;jinghaner;;;;;;;;;;;x
d_kamba;Kamba;Kamba;Kamba;;Kamba;;;;;;;;;x
d_kamba_adj;Kamban;;kamber;;;;;;;;;;;x
d_kimheon;Kimheon;Kimheon;Kimheon;;Kimheon;;;;;;;;;x
d_kimheon_adj;Kimheonian;;kimheoner;;;;;;;;;;;x
d_kinisha;Kinisha;Kinisha;Kinisha;;Kinisha;;;;;;;;;x
d_kinisha_adj;Kinishan;;kinisher;;;;;;;;;;;x
d_lumpa;Lumpa;Lumpa;Lumpa;;Lumpa;;;;;;;;;x
d_lumpa_adj;Lumpan;;lumper;;;;;;;;;;;x
d_putao;Putao;Putao;Putao;;Putao;;;;;;;;;x
d_putao_adj;Putian;;puter;;;;;;;;;;;x
d_puyeo;Puyeo;Puyeo;Puyeo;;Puyeo;;;;;;;;;x
d_puyeo_adj;Puian;;puer;;;;;;;;;;;x
d_quruman;Quruman;Quruman;Quruman;;Quruman;;;;;;;;;x
d_quruman_adj;Qurumanian;;qurumaner;;;;;;;;;;;x
d_seludon;Seludon;Seludon;Seludon;;Seludon;;;;;;;;;x
d_seludon_adj;Seludonian;;seludoner;;;;;;;;;;;x
d_simang;Simang;Simang;Simang;;Simang;;;;;;;;;x
d_simang_adj;Simangian;;simanger;;;;;;;;;;;x
d_sukang;Sukang;Sukang;Sukang;;Sukang;;;;;;;;;x
d_sukang_adj;Sukangian;;sukanger;;;;;;;;;;;x
d_tuong;Tuong;Tuong;Tuong;;Tuong;;;;;;;;;x
d_tuong_adj;Tuongian;;tuonger;;;;;;;;;;;x
d_viang;Viang;Viang;Viang;;Viang;;;;;;;;;x
d_viang_adj;Viangian;;vianger;;;;;;;;;;;x
d_xinang;Xinang;Xinang;Xinang;;Xinang;;;;;;;;;x
d_xinang_adj;Xinangian;;xinanger;;;;;;;;;;;x
d_yami;Yami;Yami;Yami;;Yami;;;;;;;;;x
d_yami_adj;Yamian;;yamer;;;;;;;;;;;x
d_yezima;Yezima;Yezima;Yezima;;Yezima;;;;;;;;;x
d_yezima_adj;Yeziman;;yezimer;;;;;;;;;;;x
d_aru_ainu;Aru Ainu;Aru Ainu;Aru Ainu;;Aru Ainu;;;;;;;;;x
d_aru_ainu_adj;Aru Ainian;;Aru Ainer;;;;;;;;;;;x
d_changyi;Changyi;Changyi;Changyi;;Changyi;;;;;;;;;x
d_changyi_adj;Changian;;changer;;;;;;;;;;;x
d_daemashi;Daemashi;Daemashi;Daemashi;;Daemashi;;;;;;;;;x
d_daemashi_adj;Daemashian;;daemasher;;;;;;;;;;;x
d_daya;Daya;Daya;Daya;;Daya;;;;;;;;;x
d_daya_adj;Dayan;;daer;;;;;;;;;;;x
d_deokgol;Deokgol;Deokgol;Deokgol;;Deokgol;;;;;;;;;x
d_deokgol_adj;Deokgolian;;deokgoler;;;;;;;;;;;x
d_dodomai;Dodomai;Dodomai;Dodomai;;Dodomai;;;;;;;;;x
d_dodomai_adj;Dodomian;;dodomer;;;;;;;;;;;x
d_hanman;Hanman;Hanman;Hanman;;Hanman;;;;;;;;;x
d_hanman_adj;Hanmanian;;hanmaner;;;;;;;;;;;x
d_hanoria;Hanoria;Hanoria;Hanoria;;Hanoria;;;;;;;;;x
d_hanoria_adj;Hanorian;;hanorer;;;;;;;;;;;x
d_hotho;Hotho;Hotho;Hotho;;Hotho;;;;;;;;;x
d_hotho_adj;Hothian;;hother;;;;;;;;;;;x
d_jakali;Jakali;Jakali;Jakali;;Jakali;;;;;;;;;x
d_jakali_adj;Jakalian;;jakaler;;;;;;;;;;;x
d_jinghan;Jinghan;Jinghan;Jinghan;;Jinghan;;;;;;;;;x
d_jinghan_adj;Jinghanian;;jinghaner;;;;;;;;;;;x
d_kamba;Kamba;Kamba;Kamba;;Kamba;;;;;;;;;x
d_kamba_adj;Kamban;;kamber;;;;;;;;;;;x
d_kimheon;Kimheon;Kimheon;Kimheon;;Kimheon;;;;;;;;;x
d_kimheon_adj;Kimheonian;;kimheoner;;;;;;;;;;;x
d_kinisha;Kinisha;Kinisha;Kinisha;;Kinisha;;;;;;;;;x
d_kinisha_adj;Kinishan;;kinisher;;;;;;;;;;;x
d_lumpa;Lumpa;Lumpa;Lumpa;;Lumpa;;;;;;;;;x
d_lumpa_adj;Lumpan;;lumper;;;;;;;;;;;x
d_putao;Putao;Putao;Putao;;Putao;;;;;;;;;x
d_putao_adj;Putian;;puter;;;;;;;;;;;x
d_puyeo;Puyeo;Puyeo;Puyeo;;Puyeo;;;;;;;;;x
d_puyeo_adj;Puian;;puer;;;;;;;;;;;x
d_quruman;Quruman;Quruman;Quruman;;Quruman;;;;;;;;;x
d_quruman_adj;Qurumanian;;qurumaner;;;;;;;;;;;x
d_seludon;Seludon;Seludon;Seludon;;Seludon;;;;;;;;;x
d_seludon_adj;Seludonian;;seludoner;;;;;;;;;;;x
d_simang;Simang;Simang;Simang;;Simang;;;;;;;;;x
d_simang_adj;Simangian;;simanger;;;;;;;;;;;x
d_sukang;Sukang;Sukang;Sukang;;Sukang;;;;;;;;;x
d_sukang_adj;Sukangian;;sukanger;;;;;;;;;;;x
d_tuong;Tuong;Tuong;Tuong;;Tuong;;;;;;;;;x
d_tuong_adj;Tuongian;;tuonger;;;;;;;;;;;x
d_viang;Viang;Viang;Viang;;Viang;;;;;;;;;x
d_viang_adj;Viangian;;vianger;;;;;;;;;;;x
d_xinang;Xinang;Xinang;Xinang;;Xinang;;;;;;;;;x
d_xinang_adj;Xinangian;;xinanger;;;;;;;;;;;x
d_yami;Yami;Yami;Yami;;Yami;;;;;;;;;x
d_yami_adj;Yamian;;yamer;;;;;;;;;;;x
d_yezima;Yezima;Yezima;Yezima;;Yezima;;;;;;;;;x
d_yezima_adj;Yeziman;;yezimer;;;;;;;;;;;x
d_aru_ainu;Aru Ainu;Aru Ainu;Aru Ainu;;Aru Ainu;;;;;;;;;x
d_aru_ainu_adj;Aru Ainian;;Aru Ainer;;;;;;;;;;;x
d_changyi;Changyi;Changyi;Changyi;;Changyi;;;;;;;;;x
d_changyi_adj;Changian;;changer;;;;;;;;;;;x
d_daemashi;Daemashi;Daemashi;Daemashi;;Daemashi;;;;;;;;;x
d_daemashi_adj;Daemashian;;daemasher;;;;;;;;;;;x
d_daya;Daya;Daya;Daya;;Daya;;;;;;;;;x
d_daya_adj;Dayan;;daer;;;;;;;;;;;x
d_deku_isle;Deku Isle;Deku Isle;Deku Isle;;Deku Isle;;;;;;;;;x
d_deku_isle_adj;Deku Islean;;Deku Isler;;;;;;;;;;;x
d_deokgol;Deokgol;Deokgol;Deokgol;;Deokgol;;;;;;;;;x
d_deokgol_adj;Deokgolian;;deokgoler;;;;;;;;;;;x
d_dodomai;Dodomai;Dodomai;Dodomai;;Dodomai;;;;;;;;;x
d_dodomai_adj;Dodomian;;dodomer;;;;;;;;;;;x
d_hanman;Hanman;Hanman;Hanman;;Hanman;;;;;;;;;x
d_hanman_adj;Hanmanian;;hanmaner;;;;;;;;;;;x
d_hanoria;Hanoria;Hanoria;Hanoria;;Hanoria;;;;;;;;;x
d_hanoria_adj;Hanorian;;hanorer;;;;;;;;;;;x
d_hometown_isle;Hometown Isle;Hometown Isle;Hometown Isle;;Hometown Isle;;;;;;;;;x
d_hometown_isle_adj;Hometown Islean;;Hometown Isler;;;;;;;;;;;x
d_hotho;Hotho;Hotho;Hotho;;Hotho;;;;;;;;;x
d_hotho_adj;Hothian;;hother;;;;;;;;;;;x
d_jakali;Jakali;Jakali;Jakali;;Jakali;;;;;;;;;x
d_jakali_adj;Jakalian;;jakaler;;;;;;;;;;;x
d_jinghan;Jinghan;Jinghan;Jinghan;;Jinghan;;;;;;;;;x
d_jinghan_adj;Jinghanian;;jinghaner;;;;;;;;;;;x
d_kamba;Kamba;Kamba;Kamba;;Kamba;;;;;;;;;x
d_kamba_adj;Kamban;;kamber;;;;;;;;;;;x
d_kimheon;Kimheon;Kimheon;Kimheon;;Kimheon;;;;;;;;;x
d_kimheon_adj;Kimheonian;;kimheoner;;;;;;;;;;;x
d_kinisha;Kinisha;Kinisha;Kinisha;;Kinisha;;;;;;;;;x
d_kinisha_adj;Kinishan;;kinisher;;;;;;;;;;;x
d_lumpa;Lumpa;Lumpa;Lumpa;;Lumpa;;;;;;;;;x
d_lumpa_adj;Lumpan;;lumper;;;;;;;;;;;x
d_putao;Putao;Putao;Putao;;Putao;;;;;;;;;x
d_putao_adj;Putian;;puter;;;;;;;;;;;x
d_puyeo;Puyeo;Puyeo;Puyeo;;Puyeo;;;;;;;;;x
d_puyeo_adj;Puian;;puer;;;;;;;;;;;x
d_quruman;Quruman;Quruman;Quruman;;Quruman;;;;;;;;;x
d_quruman_adj;Qurumanian;;qurumaner;;;;;;;;;;;x
d_seludon;Seludon;Seludon;Seludon;;Seludon;;;;;;;;;x
d_seludon_adj;Seludonian;;seludoner;;;;;;;;;;;x
d_simang;Simang;Simang;Simang;;Simang;;;;;;;;;x
d_simang_adj;Simangian;;simanger;;;;;;;;;;;x
d_sukang;Sukang;Sukang;Sukang;;Sukang;;;;;;;;;x
d_sukang_adj;Sukangian;;sukanger;;;;;;;;;;;x
d_tal_tal;Tal Tal;Tal Tal;Tal Tal;;Tal Tal;;;;;;;;;x
d_tal_tal_adj;Tal Talian;;Tal Taler;;;;;;;;;;;x
d_treasure_island;Treasure Island;Treasure Island;Treasure Island;;Treasure Island;;;;;;;;;x
d_treasure_island_adj;Treasure Islandian;;Treasure Islander;;;;;;;;;;;x
d_tuong;Tuong;Tuong;Tuong;;Tuong;;;;;;;;;x
d_tuong_adj;Tuongian;;tuonger;;;;;;;;;;;x
d_ukuku;Ukuku;Ukuku;Ukuku;;Ukuku;;;;;;;;;x
d_ukuku_adj;Ukukian;;ukuker;;;;;;;;;;;x
d_viang;Viang;Viang;Viang;;Viang;;;;;;;;;x
d_viang_adj;Viangian;;vianger;;;;;;;;;;;x
d_xinang;Xinang;Xinang;Xinang;;Xinang;;;;;;;;;x
d_xinang_adj;Xinangian;;xinanger;;;;;;;;;;;x
d_yami;Yami;Yami;Yami;;Yami;;;;;;;;;x
d_yami_adj;Yamian;;yamer;;;;;;;;;;;x
d_yezima;Yezima;Yezima;Yezima;;Yezima;;;;;;;;;x
d_yezima_adj;Yeziman;;yezimer;;;;;;;;;;;x
d_canvula;Canvula;Canvula;Canvula;;Canvula;;;;;;;;;x
d_canvula_adj;Canvulan;;canvuler;;;;;;;;;;;x
d_sabasha;Sabasha;Sabasha;Sabasha;;Sabasha;;;;;;;;;x
d_sabasha_adj;Sabashan;;sabasher;;;;;;;;;;;x
d_skotness;Skotness;Skotness;Skotness;;Skotness;;;;;;;;;x
d_skotness_adj;Skotnessian;;skotnesser;;;;;;;;;;;x
d_tolemac;Tolemac;Tolemac;Tolemac;;Tolemac;;;;;;;;;x
d_tolemac_adj;Tolemacian;;tolemacer;;;;;;;;;;;x
d_ubato;Ubato;Ubato;Ubato;;Ubato;;;;;;;;;x
d_ubato_adj;Ubatian;;ubater;;;;;;;;;;;x
d_vendoss;Vendoss;Vendoss;Vendoss;;Vendoss;;;;;;;;;x
d_vendoss_adj;Vendossian;;vendosser;;;;;;;;;;;x
d_acacesia;Acacesia;Acacesia;Acacesia;;Acacesia;;;;;;;;;x
d_acacesia_adj;Acacesian;;acaceser;;;;;;;;;;;x
d_arcadia;Arcadia;Arcadia;Arcadia;;Arcadia;;;;;;;;;x
d_arcadia_adj;Arcadian;;arcader;;;;;;;;;;;x
d_ardennia;Ardennia;Ardennia;Ardennia;;Ardennia;;;;;;;;;x
d_ardennia_adj;Ardennian;;ardenner;;;;;;;;;;;x
d_argolia;Argolia;Argolia;Argolia;;Argolia;;;;;;;;;x
d_argolia_adj;Argolian;;argoler;;;;;;;;;;;x
d_curtania;Curtania;Curtania;Curtania;;Curtania;;;;;;;;;x
d_curtania_adj;Curtanian;;curtaner;;;;;;;;;;;x
d_lyonia;Lyonia;Lyonia;Lyonia;;Lyonia;;;;;;;;;x
d_lyonia_adj;Lyonian;;lyoner;;;;;;;;;;;x
d_megaria;Megaria;Megaria;Megaria;;Megaria;;;;;;;;;x
d_megaria_adj;Megarian;;megarer;;;;;;;;;;;x
d_silvania;Silvania;Silvania;Silvania;;Silvania;;;;;;;;;x
d_silvania_adj;Silvanian;;silvaner;;;;;;;;;;;x
d_tyria;Tyria;Tyria;Tyria;;Tyria;;;;;;;;;x
d_tyria_adj;Tyrian;;tyrer;;;;;;;;;;;x
d_valoia;Valoia;Valoia;Valoia;;Valoia;;;;;;;;;x
d_valoia_adj;Valoian;;valer;;;;;;;;;;;x
d_crescent_island;Crescent Island;Crescent Island;Crescent Island;;Crescent Island;;;;;;;;;x
d_crescent_island_adj;Crescent Islandian;;Crescent Islander;;;;;;;;;;;x
d_cucco;Cucco;Cucco;Cucco;;Cucco;;;;;;;;;x
d_cucco_adj;Cuccian;;cuccer;;;;;;;;;;;x
d_east_samasa;East Samasa;East Samasa;East Samasa;;East Samasa;;;;;;;;;x
d_east_samasa_adj;East Samasan;;East Samaser;;;;;;;;;;;x
d_fairy_woods;Fairy Woods;Fairy Woods;Fairy Woods;;Fairy Woods;;;;;;;;;x
d_fairy_woods_adj;Fairy Woodsian;;Fairy Woodser;;;;;;;;;;;x
d_fungus;Fungus;Fungus;Fungus;;Fungus;;;;;;;;;x
d_fungus_adj;Fungusian;;funguser;;;;;;;;;;;x
d_gale_isles;Gale Isles;Gale Isles;Gale Isles;;Gale Isles;;;;;;;;;x
d_gale_isles_adj;Gale Islesian;;Gale Isleser;;;;;;;;;;;x
d_holodrum_mountain;Holodrum Mountain;Holodrum Mountain;Holodrum Mountain;;Holodrum Mountain;;;;;;;;;x
d_holodrum_mountain_adj;Holodrum Mountainian;;Holodrum Mountainer;;;;;;;;;;;x
d_horon_fields;Horon Fields;Horon Fields;Horon Fields;;Horon Fields;;;;;;;;;x
d_horon_fields_adj;Horon Fieldsian;;Horon Fieldser;;;;;;;;;;;x
d_horon_woods;Horon Woods;Horon Woods;Horon Woods;;Horon Woods;;;;;;;;;x
d_horon_woods_adj;Horon Woodsian;;Horon Woodser;;;;;;;;;;;x
d_jungle_of_happiness;Jungle of Happiness;Jungle of Happiness;Jungle of Happiness;;Jungle of Happiness;;;;;;;;;x
d_jungle_of_happiness_adj;Jungle of Happinessian;;Jungle of Happinesser;;;;;;;;;;;x
d_lynna;Lynna;Lynna;Lynna;;Lynna;;;;;;;;;x
d_lynna_adj;Lynnan;;lynner;;;;;;;;;;;x
d_maku_forest;Maku Forest;Maku Forest;Maku Forest;;Maku Forest;;;;;;;;;x
d_maku_forest_adj;Maku Forestian;;Maku Forester;;;;;;;;;;;x
d_moonlight_isles;Moonlight Isles;Moonlight Isles;Moonlight Isles;;Moonlight Isles;;;;;;;;;x
d_moonlight_isles_adj;Moonlight Islesian;;Moonlight Isleser;;;;;;;;;;;x
d_natzu;Natzu;Natzu;Natzu;;Natzu;;;;;;;;;x
d_natzu_adj;Natzian;;natzer;;;;;;;;;;;x
d_northern_subrosia;Northern Subrosia;Northern Subrosia;Northern Subrosia;;Northern Subrosia;;;;;;;;;x
d_northern_subrosia_adj;Northern Subrosian;;Northern Subroser;;;;;;;;;;;x
d_nuun;Nuun;Nuun;Nuun;;Nuun;;;;;;;;;x
d_nuun_adj;Nuunian;;nuuner;;;;;;;;;;;x
d_rolling_ridge;Rolling Ridge;Rolling Ridge;Rolling Ridge;;Rolling Ridge;;;;;;;;;x
d_rolling_ridge_adj;Rolling Ridgean;;Rolling Ridger;;;;;;;;;;;x
d_south_horon;South Horon;South Horon;South Horon;;South Horon;;;;;;;;;x
d_south_horon_adj;South Horonian;;South Horoner;;;;;;;;;;;x
d_south_subrosia;South Subrosia;South Subrosia;South Subrosia;;South Subrosia;;;;;;;;;x
d_south_subrosia_adj;South Subrosian;;South Subroser;;;;;;;;;;;x
d_spool;Spool;Spool;Spool;;Spool;;;;;;;;;x
d_spool_adj;Spoolian;;spooler;;;;;;;;;;;x
d_storm_isles;Storm Isles;Storm Isles;Storm Isles;;Storm Isles;;;;;;;;;x
d_storm_isles_adj;Storm Islesian;;Storm Isleser;;;;;;;;;;;x
d_symmetry;Symmetry;Symmetry;Symmetry;;Symmetry;;;;;;;;;x
d_symmetry_adj;Symmetrian;;symmetrer;;;;;;;;;;;x
d_talus;Talus;Talus;Talus;;Talus;;;;;;;;;x
d_talus_adj;Talusian;;taluser;;;;;;;;;;;x
d_tarm;Tarm;Tarm;Tarm;;Tarm;;;;;;;;;x
d_tarm_adj;Tarmian;;tarmer;;;;;;;;;;;x
d_tokay_island;Tokay Island;Tokay Island;Tokay Island;;Tokay Island;;;;;;;;;x
d_tokay_island_adj;Tokay Islandian;;Tokay Islander;;;;;;;;;;;x
d_west_samasa;West Samasa;West Samasa;West Samasa;;West Samasa;;;;;;;;;x
d_west_samasa_adj;West Samasan;;West Samaser;;;;;;;;;;;x
d_yoll;Yoll;Yoll;Yoll;;Yoll;;;;;;;;;x
d_yoll_adj;Yollian;;yoller;;;;;;;;;;;x
d_desert_of_mystery;Desert of Mystery;Desert of Mystery;Desert of Mystery;;Desert of Mystery;;;;;;;;;x
d_desert_of_mystery_adj;Desert of Mysterian;;Desert of Mysterer;;;;;;;;;;;x
d_eastern_mudora;Eastern Mudora;Eastern Mudora;Eastern Mudora;;Eastern Mudora;;;;;;;;;x
d_eastern_mudora_adj;Eastern Mudoran;;Eastern Mudorer;;;;;;;;;;;x
d_gohmamarsh;Gohmamarsh;Gohmamarsh;Gohmamarsh;;Gohmamarsh;;;;;;;;;x
d_ghomamarsh_adj;Gohmamarshian;;gohmamarsher;;;;;;;;;;;x
d_grand_hylia;Grand Hylia;Grand Hylia;Grand Hylia;;Grand Hylia;;;;;;;;;x
d_grand_hylia_adj;Grand Hylian;;Grand Hyler;;;;;;;;;;;x
d_hylia_swamps;Hylia Swamps;Hylia Swamps;Hylia Swamps;;Hylia Swamps;;;;;;;;;x
d_hylia_swamps_adj;Hylia Swampsian;;Hylia Swampser;;;;;;;;;;;x
d_hylia_valley;Hylia Valley;Hylia Valley;Hylia Valley;;Hylia Valley;;;;;;;;;x
